title,abstract,year,doi,pages,authors,keywords,journal,paper_id,author_ids,keyword_ids
Electrothermally Tunable Terahertz Cross-Shaped Metamaterial For Opto-Logic Operation Characteristics,"We propose and demonstrate a metamaterial design by integrating a microelectromechanical system (MEMS) electrothermal actuator (ETA) platform and a cross-shaped metamaterial (CSM) to perform opto-logic function characteristics. Reconfigurable and stretchable mechanisms of CSM are achieved by driving different DC bias voltages on ETA to improve the limitations induced by the conventional use of the flexible substrate. The optical responses of CSM are tunable by the electrical signals inputs. By driving a DC bias voltage of 0.20 V, a tuning range of CSM is 0.54 THz is obtained and it and provides perfect zero-transmission characteristics. In addition, the ""XNOR""logic gate function of CSM is realized at 1.20 THz, which plays a key role in the all opto-logic network communication system. The proposed MEMS-based CSM exhibits potential applications in logical operation, signal modulation, optical switching, THz imaging, and so on. C1 [Xu, Ruijia; Xu, Xiaocan; Lin, Yu-Sheng] Sun Yat Sen Univ, Sch Elect & Informat Technol, Guangzhou 510006, Peoples R China. C3 Sun Yat Sen University",2022,10.1016/j.isci.2022.104072,,"['ys, xu rj xu xc lin']",['electromagnetically induced transparency; analog'],Iscience,P000011,['A000011'],['K000018']
A Two-Port Multiple Moving Membrane Capacitive Micromachined Ultrasonic Transducer With Reduced Effective Height And Enhanced Sensitivity,"This paper presents a theoretical model and an experimental validation of a two-port multiple moving membrane capacitive micromachined ultrasonic transducer. The developed transducer includes a stack of two flexible membranes suspended on a fixed electrode. The transducer is fabricated utilizing a sacrificial technique, PolyMUMPs, and with a resonant frequency of 1.8 MHz. Electrical measurements are conducted using an impedance analyzer in order to investigate the influence of the transducer's additional moving membrane on the device effective cavity height. This, consequently, influences the transducer acoustic power generation. The deigned two port transducer enables a dynamic change in the effective cavity height through adjusting the applied DC bias voltage. The experimental results validate this hypothesis and are shown in agreement with the theoretical results. C1 [Butrus, Rima; Nazemi, Haleh; Nathani, Muhammad Umair; Karmarkar, Rohit; Emadi, Arezoo] Univ Windsor, Elect & Comp Engn, Windsor, ON, Canada. [Buchanan, Douglas] Univ Manitoba, Elect & Comp Engn, Winnipeg, MB, Canada. C3 University of Windsor; University of Manitoba",2020,,,"['a, butrus r nazemi h nathani mu karmarkar r buchanan d emadi']",['capacitive micromachined ultrasonic transducer (cmut); microelectromechanical systems (mems); microfabrication; multiple moving membrane (m-3-cmut); sacrificial technique; ultrasonic imaging'],Proceedings Of The 2020 Ieee International Ultrasonics Symposium (Ius),P000012,['A000012'],['K000019']
Wide Linearity Range And Highly Sensitive Mems-Based Micro-Fluxgate Sensor With Double-Layer Magnetic Core Made Of Fe-Co-B Amorphous Alloy,"This paper reports a novel micro-fluxgate sensor based on a double-layer magnetic core of a Fe-Co-B-based amorphous ribbon. The melt-spinning technique was carried out to obtain a Fe-Co-B-based amorphous ribbon composite of Fe58.1Co24.9B16Si1, and the obtained amorphous ribbon was then annealed at 595 K for 1 h to benefit soft magnetic properties. The prepared ribbon showed excellent soft magnetic behavior with a high saturated magnetic intensity (B-s) of 1.74 T and a coercivity (H-c) of less than 0.2 Oe. Afterward, a micro-fluxgate sensor based on the prepared amorphous ribbon was fabricated via microelectromechanical systems (MEMS) technology combined with chemical wet etching. The resulting sensor exhibited a sensitivity of 1985 V/T, a wide linearity range of +/- 1.05 mT, and a perming error below 0.4 T under optimal operating conditions with an excitation current amplitude of 70 mA at 500 kHz frequency. The minimum magnetic field noise was about 36 pT/Hz(1/2) at 1 Hz under the same excitation conditions; a superior resolution of 5 nT was also achieved in the fabricated sensor. To the best of our knowledge, a compact micro-fluxgate sensor with such a high-resolution capability has not been reported elsewhere. The microsensor presented here with such improved characteristics may considerably enhance the development of micro-fluxgate sensors. C1 [Guo, Lei; Zhi, Saotao; Feng, Zhu; Lei, Chong; Zhou, Yong] Shanghai Jiao Tong Univ, Sch Elect Informat & Elect Engn, Dept Micro Nano Elect, Key Lab Thin Film & Microfabricat,Minist Educ, Dongchuan Rd 800, Shanghai 200240, Peoples R China. [Wang, Cai] Cent S Univ, Sch Mat Sci & Engn, Changsha 410000, Hunan, Peoples R China. C3 Shanghai Jiao Tong University; Central South University",2017,10.3390/mi8120352,,"['y, guo l wang c zhi st feng z lei c zhou']","['magnetic sensor; micro-fluxgate sensor; mems; fe-co-b amorphous ribbon', 'high saturation magnetization; orthogonal fluxgate; low coercivity; wire-core; si-b; magnetometer; noise; design; coils; a/m']",Micromachines,P000012,['A000013'],"['K000020', 'K000021']"
Flexible Piezo-Mems Fabrication Process Based On Thinned Piezoelectric Thick Film,"High-temperature sintering is critical fabrication process for piezoelectric ceramics to mach a high quality. Generally, the sintering process is not employed in the fabrication process of piezoelectric thin film due to the low melting temperature bonding components or substrates. Piezoelectric thick film process based on mechanical thinning technology is becoming a key technology to develop high-quality piezoelectric ceramics in piezo-MEMS devices. Here, piezoelectric film transferring process, bonding process and laser cutting technology are employed for the flexible piezo-MEMS fabrication process, which is promising to develop high performance flexible piezo-MEMS devices, such flexible piezoelectric tactile sensors, flexible piezoelectric energy harvesters or flexible piezoelectric pressure sensors. C1 [Yi, Zhiran; Yang, Bin] Shanghai Jiao Tong Univ, Dept Micronano Elect, Natl Key Lab Sci & Technol Micronano Fabricat, Shanghai, Peoples R China. [Yi, Zhiran; Zhang, Wenming] Shanghai Jiao Tong Univ, State Key Lab Mech Syst & Vibrat, Sch Mech Engn, Shanghai, Peoples R China. C3 Shanghai Jiao Tong University; Shanghai Jiao Tong University",2021,10.1109/mems51782.2021.9375198,670-673,"['b, yi zr zhang wm yang']",['piezoelectric thick film; flexible piezo-mems; film transferring; mechanical thinning'],2021 34Th Ieee International Conference On Micro Electro Mechanical Systems (Mems 2021),P000013,['A000014'],['K000022']
An Autoencoder-Based Deep-Learning Method For Augmenting The Sensing Capability Of Piezoelectric Microelectromechanical System Sensors In A Fluid-Dynamic System,"Herein, an innovative deep-learning architecture is proposed to enhance the sensing capabilities of a microelectromechanical system (MEMS) used in fluid dynamic applications. The MEMS sensor comprises a polyvinylidene fluoride flexible (PVDF) piezoelectric flag and a bluff body, with vortex generation influenced not only by the bluff body's geometry but also by the input fluid speed. As a result, mechanical vibrations are induced in the piezoelectric flag, leading to charge displacement and the generation of electrical voltage signals. Through the developed deep learning method, accurate extraction of wind speed and successful classification of turbulence are achieved. Experimental tests in a wind tunnel, involving various wind speeds and bluff body geometries, demonstrate the robust correlation between the extracted continuous manifold in Fourier spectra and wind speed. By incorporating a feed-forward network alongside the autoencoder, wind speed information even under strong turbulence is extracted. Moreover, the deep learning method's ability to classify different bluff bodies, independent of wind speed, is investigated. The findings reveal a unique capability to fingerprint turbulence and distinguish them for various applications. This research showcases the potential of our deep learning-based MEMS systems for enhancing fluid dynamic sensing and classification tasks. This research introduces an advanced deep-learning architecture enhancing microelectromechanical systems for precise wind speed extraction and turbulence classification. Utilizing a polyvinylidene fluoride flexible piezoelectric flag and bluff body, this method proves robust in wind tunnel experiments. With applications in aerospace, automotive, energy, and more, this system promises safer, efficient, and innovative solutions, addressing pressing industry needs.image (c) 2023 WILEY-VCH GmbH C1 [Kazemzadeh, Mohammadrahim; Mehdipour, Iman; De Vittorio, Massimo; Pisanello, Ferruccio] Ist Italiano Tecnol, Ctr Biomol Nanotechnol, I-73010 Arnesano, LE, Italy. [De Vittorio, Massimo; Pisanello, Ferruccio] Univ Salento, Dipartimento Ingn Innovaz, I-73100 Lecce, Italy. [De Vittorio, Massimo; Pisanello, Ferruccio] RAISE Ecosyst, Genoa, Italy. C3 Istituto Italiano di Tecnologia - IIT; Center for Biomolecular Nanotechnologies IIT; University of Salento",2024,10.1002/aisy.202300457,,"['f, kazemzadeh m mehdipour i de vittorio m pisanello']","['flow-induced vibration; prediction', 'autoencoders; deep learning; fluid dynamics; manifold learning; piezoelectric energy harvesting; turbulence fingerprinting; vortex-induced vibrations']",Advanced Intelligent Systems,P000014,['A000015'],"['K000023', 'K000024']"
Flexible Five-In-One Microsensor For Real-Time Wireless Microscopic Diagnosis Inside Electric Motorcycle Fuel Cell Stack Range Extender,"The focus of research and development on electric motorcycle range extender are system integration and energy regulation and management but the present fuel cell stack range extender still has defects, such as large volume, heavy weight and high cost. Its volume and weight will have a strong impact on the endurance of electric motorcycle. The bipolar plate takes most volume and weight of a proton exchange membrane fuel cell (PEMFC) stack and it is the key component influencing the overall power density and cost. Therefore, how to thin and lighten the bipolar plate and to enhance the performance and life of PEMFC stack is an urgent research subject to be solved for the moment and will be the key to whether the PEMFC stack range extender can be put in the electric motorcycle or not. In addition, the internal temperature, humidity, flow, voltage and current in the operation of PEMFC stack will influence its performance and life and the overall performance and life of fuel cell stack will be directly influenced by different external operating conditions. As nonuniform distribution of temperature, humidity, flow, voltage and current will occur in various regions inside the fuel cell stack, this study will use micro-electro-mechanical systems (MEMS) technology to develop a flexible five-in-one microsensor, which is embedded in the PEMFC stack range extender for real-time wireless microscopic diagnosis and the reliability test is performed, so that the actual operating condition inside the fuel cell stack range extender can be mastered instantly and correctly and the internal information is fed back instantly, the fuel cell stack range extender control system can be modified to the optimum operating parameters immediately, so as to enhance the performance and prolong the lifetime effectively. C1 [Lee, Chi-Yuan; Lee, Ti-Ju; Cheong, John-Shong; Liu, Yi-Cheng; Chen, Yu-Chun] Yuan Ze Univ, Dept Mech Engn, Yuan Ze Fuel Cell Ctr, Taoyuan 32003, Taiwan. [Chen, Chia-Hung] HOMYTECH Global Co Ltd, Taoyuan 33464, Taiwan. C3 Yuan Ze University",2021,10.3390/mi12020103,,"['yc, lee cy chen ch lee tj cheong js liu yc chen']",['electric motorcycle; pemfc stack; range extender; flexible five-in-one microsensor; wireless microscopic diagnosis'],Micromachines,P000015,['A000016'],['K000025']
Wearable Human-Machine Interface Based On Pvdf Piezoelectric Sensor,"Flexible and stretchable electronics technologies have been attracting increasing attention owing to their potential applications in personal consumed electronics, wearable human-machine interfaces (HMI) and the Internet of Things (IoTs). This paper proposes an HMI based on a polyvinylidene difluoride (PVDF) sensor and laminated it onto the surface of the skin for signal classification and controlling the motion of a mobile robot. The PVDF sensor with ultra-thin stretchable substrate can make conformal contact with the surface of the skin for more accurate measurement of the electrophysiological signal and to provide more accurate control of the actuators. Microelectro-mechanical system (MEMS) technologies and transfer printing processes are adopted for fabrication of the epidermal PVDF sensor. Sensors placed on two wrists would generate two different signals with the fist clenched and loosened. It can be classified into four signals with a combination of the signals from both wrists, i.e. four control modes. Experiments demonstrated that PVDF sensors may be used as an HMI to control the motion of a mobile robot remotely. C1 [Dong, Wentao; Xiao, Lin; Hu, Wei; Zhu, Chen; Huang, YongAn; Yin, Zhouping] Huazhong Univ Sci & Technol, State Key Lab Digital Mfg Equipment & Technol, Wuhan 430074, Peoples R China. [Dong, Wentao; Xiao, Lin; Hu, Wei; Zhu, Chen; Huang, YongAn; Yin, Zhouping] Huazhong Univ Sci & Technol, Flexible Elect Res Ctr, Wuhan 430074, Peoples R China. C3 Huazhong University of Science & Technology; Huazhong University of Science & Technology",2017,10.1177/0142331216672918,398-403,"['zp, dong wt xiao l hu w zhu c huang ya yin']","['flexible electronics; human-machine interface; pvdf piezoelectric sensor; remotely motion control; wearable electronics', 'epidermal electronics; strain sensors; skin; transparent; pressure; designs']",Transactions Of The Institute Of Measurement And Control,P000016,['A000017'],"['K000026', 'K000027']"
Cold Region Applications For In-Place Inclinometers Based On Microelectromechanical Systems Technology Four Evaluation Case Studies,"Inclinometer probes are an industry standard for measuring ground movement; however, this technology has drawbacks, including costly trips for manual measurements, operator error, and limited measurements caused by casing deformation. Relatively new in-place inclinometers based on microelectromechanical systems (M-IPIs) consist of microelectromechanical systems accelerometer segments separated variously by flexible joints or field connection systems and encased in a watertight housing. M-IPIs provide nearly continuous ground movement measurements, accommodate greater ground movement because of their flexibility, and may contain temperature sensors, useful for applications in frozen ground. Two M-IPIs from different manufacturers were evaluated at four research sites in Alaska (a) to monitor creep in frozen ground (vertical installation), (b) to identify and monitor a slide shear zone (vertical installation), (c) to monitor thaw settlement under a newly constructed embankment (horizontal installation), and (d) to identify movement mechanisms within a slide and to evaluate the M-IPIs functionality through large amounts of shear (vertical installation). Each M-IPI was evaluated for ease of installation and subsequent retrieval, durability, and functionality in frozen ground. Measurements from both devices compared well with those from the inclinometer probe; this feature indicated that these devices were suitable for use in cold regions. However, field experience indicates that the installation procedure for each instrument is better undertaken at temperatures above freezing because of the manual dexterity required. For horizontal installations over permafrost, it is recommended that casing ends be secured to posts anchored below the permafrost table and any cold-affected plastic components be replaced between installations to avoid unwanted breakage during reinstallation. C1 [Darrow, Margaret M.; Jensen, David D.] Univ Alaska Fairbanks, Dept Min & Geol Engn, Fairbanks, AK 99775 USA. C3 University of Alaska System; University of Alaska Fairbanks",2014,10.3141/2433-01,1-9,"['dd, darrow mm jensen']",['alaska'],Transportation Research Record,P000017,['A000018'],['K000028']
A Stretchable High-Density Electromyography Mems Sensor For Efficient Silent Speech Recognition,"This paper reports a novel high-density surface electromyography (HD-sEMG) MEMS sensor with high stretchability for silent speech recognition. A 21-channel annular sector-shaped electrode array is proposed with the serpentine structure to realize flexible interconnection, which can be repeatedly stretched under 40% strain without failure, perfectly adapting to the skin strain of the lower jaw and ensuring the movement of muscles without restriction. The sensor can achieve tight adhesion by modifying electrodes with self-adhesive hyaluronic acid hydrogel and the skin-electrode contact impedance is reduced six-fold compared to the dry electrode. From the results of the collection of signals, it is obvious that the envelopes have similar characteristic peaks and valleys when speaking the same word, but differ when speaking different words. This high-density electrode array improves the spatial resolution of signal acquisition to reliably provide multi-channel muscle activation information and has great potential in the application of achieving efficient silent speech recognition (SSR). C1 [Shao, Shuihan; Jiang, Chunpeng; Shen, Gencai; Wang, Yirong; Zheng, Kunyu; Zhao, Nan; Yang, Bin; Liu, Jingquan] Shanghai Jiao Tong Univ, Natl Key Lab Adv Micro & Nano Manufacture Technol, Shanghai, Peoples R China. [Shao, Shuihan; Jiang, Chunpeng; Shen, Gencai; Wang, Yirong; Zheng, Kunyu; Zhao, Nan] Shanghai Jiao Tong Univ, Dept Micro Nano Elect, Collaborat Innovat Ctr IFSA, DCI Joint Team, Shanghai, Peoples R China. C3 Shanghai Jiao Tong University; Shanghai Jiao Tong University",2024,10.1109/mems58180.2024.10439539,360-363,"['jq, shao sh jiang cp shen gc wang yr zheng ky zhao n yang b liu']",['high-density surface electromyography; mems; high stretchability; hyaluronic acid hydrogel; silent speech recognition'],"2024 Ieee 37Th International Conference On Micro Electro Mechanical Systems, Mems",P000018,['A000019'],['K000029']
Design And Test Of A Soft Plantar Force Measurement System For Gait Detection,"This work describes a plantar force measurement system. The MEMS pressure sensor, as the key sensing element, is designed, fabricated and embedded into a flexible silicon oil-filled bladder made of silicon rubber to constitute a single sensing unit. A conditioning circuit is designed for signal processing and data acquisition. The characteristics of the plantar force sensing unit are investigated by both static and dynamic tests. A comparison of characteristics between the proposed plantar force sensing unit and a commercial flexible force sensor is presented. A practical experiment of plantar force measurement has been carried out to validate the system. The results demonstrate that the proposed measurement system has a potential for success in the application of plantar force measurement during normal gait. C1 [Zhang, Xuefeng; Zhao, Yulong; Duan, Zhengyong; Liu, Yan] Xi An Jiao Tong Univ, State Key Lab Mfg Syst Engn, Xian 710049, Shaanxi, Peoples R China. C3 Xi'an Jiaotong University",2012,10.3390/s121216628,16628-16640,"['y, zhang xf zhao yl duan zy liu']","['pressure distribution; sensor', 'mems; plantar force; gait detection; flexible']",Sensors,P000019,['A000020'],"['K000030', 'K000031']"
Reliability Modelling For Multi-Component Systems Subject To Stochastic Deterioration And Generalized Cumulative Shock Damages,"For a complex system consisting of multiple components, it is often unrealistic that one type of environmental shocks affects all the components at the same time. Correspondingly, random shocks are categorized into several distinct sets according to their functions, attributes or sizes. This study develops generalized reliability models for multi-component systems, where each component is subject to two dependent competing failure processes, i.e., a soft failure process caused jointly by internal performance degradation and an incremental damage due to effective external shock sets, and a hard failure process caused by the same random shocks. A damage improvement coefficient and a damage aggravation coefficient are respectively introduced to extend the standard cumulative shock damage model into two more generalized shock cases. Analytical representations of system reliability for a series-parallel system and a parallel-series system are derived based on a gamma to normal distribution approximation approach. To quantitatively compare the effects of these two damage coefficients, a block replacement policy is further adopted by searching for the optimal replacement intervals with a Nelder-Mead downhill simplex method. Finally, an illustrative example of micro-electro-mechanical systems (MEMS) consisting of four silicon micro-mechanical resonators is provided to examine the effects of self-healing ability in the materials of polymer binder on system reliability and replacement period. C1 [Dong, Wenjie; Liu, Sifeng] Nanjing Univ Aeronaut & Astronaut, Coll Econ & Management, Nanjing, Peoples R China. [Bae, Suk Joo] Hanyang Univ, Dept Ind Engn, Seoul, South Korea. [Cao, Yingsai] Jiangsu Univ, Coll Management, Zhenjiang, Jiangsu, Peoples R China. C3 Nanjing University of Aeronautics & Astronautics; Hanyang University; Jiangsu University",2021,10.1016/j.ress.2020.107260,,"['ys, dong wj liu sf bae sj cao']","['cumulative shock damage model; damage self-healing; gamma process; system reliability', 'competing failure processes; degradation process; policies']",Reliability Engineering & System Safety,P000020,['A000021'],"['K000032', 'K000033']"
A Variable Reduction Approach For Microbeams On Elastic Foundation,"In this paper, the bending behavior of microbeams resting on elastic foundations is analyzed. Due to the widespread use of Micro-Electro-Mechanical Systems (MEMSs) in sensing and actuation applications, various approaches have been developed for modeling such beams. Numerous specialized analytical and numerical models exist for specific configurations of beams and elastic foundations. This work proposes a novel approach. Separate models for the beam and the elastic foundation are developed using the finite element method. These models are then coupled using a variable reduction technique, in which only the degrees of freedom of the beam are retained in the solving system. This approach enables the coupling of any beam and foundation model and allows for independent refinement of the foundation mesh without increasing the size of the solving system. This method is particularly effective for analyzing configurations where the substrate exhibits nonlinear or non-homogeneous characteristics, or where gaps are present between the beam and the substrate. The nonlocal effects due to the small scale of the beam are also considered. This paper focuses on both the static deformation and frequency response of the microbeam. The proposed approach is validated against previously published models. Compared with existing models, the method presented here offers a simpler and more flexible formulation, while allowing the inclusion of nonlinearities in both the beam and foundation, as well as the modeling of gaps. C1 [Previati, Giorgio; Stabile, Pietro; Ballo, Federico] Politecn Milan, Dept Mech Engn, Via Masa 1, I-20156 Milan, Italy. C3 Polytechnic University of Milan",2025,10.3390/s25103034,,"['f, previati g stabile p ballo']","['microbeam on elastic foundation; foundation gap modeling; nonlinear elastic foundation', 'free-vibration analysis; beam; mems; contact']",Sensors,P000021,['A000022'],"['K000034', 'K000035']"
